,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Precio Calculado,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3,TAZA BCV,Taza Paralelo
9376,variation,,Café,1,0,visible,,"El frappuccino es una explosión de frescura y sabor en cada sorbo. Imagina una mezcla cremosa de café intenso y hielo triturado, coronada con una suave nata y espolvoreada con tu sirope favorito. Es la bebida perfecta para revitalizar tus tardes y deleitar tus sentidos, ¡una verdadera celebración en un vaso!",,,taxable,parent,1,,,0,0,,,,,0,,,4,"176,32",,,,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/03/IMG-20240323-WA0197.jpg,,,id:9343,,,,,,4,Tipo,Frio,,0,Sabor,Frappuccino,,0,Tamaño,Grande,,0,,
9377,variation,,Café,1,0,visible,,"El Cappuccino frappé es una delicia helada que combina la intensidad del café con la suavidad de la crema y el dulce encanto del helado de vainilla. Perfecto para refrescar cualquier tarde de verano, este capricho se sirve frío, invitando a cada sorbo a ser una experiencia de puro placer. ¡Una bebida que despierta los sentidos y conquista el paladar!",,,taxable,parent,1,,,0,0,,,,,0,,,4,"176,32",,,,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/03/IMG-20240323-WA0197.jpg,,,id:9343,,,,,,1,Tipo,Frio,,0,Sabor,Cappuccino frappé,,0,Tamaño,Grande,,0,,
9378,variation,,Café,1,0,visible,,"El latte vainilla frappé es una deliciosa fusión de hielo triturado, leche cremosa y un toque de vainilla exótica, coronado con una suave capa de espuma. Es la bebida perfecta para refrescar tu día y deleitar tus sentidos. ¡Una experiencia helada que no querrás perderte!",,,taxable,parent,1,,,0,0,,,,,0,,,4,"176,32",,,,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/03/IMG-20240323-WA0197.jpg,,,id:9343,,,,,,2,Tipo,Frio,,0,Sabor,Latte vainilla frappé,,0,Tamaño,Grande,,0,,
9379,variation,,Café,1,0,visible,,"El latte canela frappé es una deliciosa obra maestra helada, perfecta para los amantes del café con un toque especiado. Imagina una mezcla cremosa de café intenso, leche fría y hielo picado, todo ello realzado con un dulce susurro de canela. Este frappé no solo es un festín para el paladar, sino también un espectáculo visual con su corona de espuma y un toque final de canela en polvo que lo hace irresistible. ¡Es la bebida ideal para refrescar tus días y deleitar tus sentidos!",,,taxable,parent,1,,,0,0,,,,,0,,,4,"176,32",,,,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/03/IMG-20240323-WA0197.jpg,,,id:9343,,,,,,3,Tipo,Frio,,0,Sabor,Latte canela frappé,,0,Tamaño,Grande,,0,,
9380,simple,,Cervezas Nacionales,1,0,visible,"Descubre el sabor auténtico de Venezuela con nuestra selección de cervezas nacionales. Desde la robusta Polar Negra hasta la refrescante Polar Light, la exquisita Solera Verde, la sofisticada Solera Azul y la tradicional Zulia, tenemos una cerveza para cada paladar. Disfrútalas por unidad o en un conveniente tobo de 12.","Sumérgete en la rica tradición cervecera de Venezuela con nuestra gama de cervezas nacionales, perfectas para cualquier ocasión. La Polar Negra te envuelve con su cuerpo intenso y notas de malta tostada, mientras que la Polar Light ofrece una experiencia ligera y revitalizante. La Solera Verde es una invitación a disfrutar de sutiles toques cítricos, en contraste con la Solera Azul, que seduce con su equilibrio y carácter. Y no olvidemos la Zulia, con su sabor genuino que captura la esencia de la tierra venezolana. Ya sea que prefieras disfrutarlas individualmente o compartir un tobo de 12 con amigos, estas cervezas son el acompañante ideal para celebrar la vida y la amistad.",,,taxable,,1,,,0,0,,,,,1,,,1,"44,08","Bebidas, Licores","Menú en Tienda, Menú La Brioche Café & Market",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/Cervezas.png,,,,,,,,,0,Tipo,"Polar Negra, Polar Light, Solera Azul, Solera Verde, Zulia",1,0,Cantidad,"Por unidad, Por tobo (12 unidades)",1,0,Presentación,"Botella retornable 222ml, Lata 222ml",1,0,,
9381,simple,,Cócteles,1,0,visible,"Sumérgete en un mundo de sabores vibrantes con nuestra selección de cócteles. Desde el dulce y refrescante Daiquirí de fresa hasta el enigmático Cielo Azul, cada sorbo promete deleitar tus sentidos.",Ven y prueba nuestros cócteles. Cada cóctel está cuidadosamente elaborado para garantizar una experiencia que se quedará contigo mucho después del último trago.,,,taxable,,1,,,0,0,,,,,1,,,4,"176,32","Bebidas, Licores","Menú en Tienda, Menú La Brioche Café & Market",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/Cocteles.png,,,,,,,,,0,Coctél,"Cielo azul, Daiquirí de fresa, Daiquirí de parchita, Mojito, Piña colada, Tinto de verano",1,0,,,,,,,,,,
9382,simple,,Milhojas,1,0,visible,"Milhojas, la delicia que encanta con su crujiente dulzura y cremoso relleno.","La milhojas, un postre característico por sus capas de hojaldre, intercaladas con suave crema pastelera, crean una textura que es a la vez delicada y satisfactoria. Cada milhojas es una invitación a deleitarse en cada capa de sabor y disfrutar de un clásico que nunca pasa de moda.",,,taxable,,1,,,0,0,,,,,1,,,"1,5","66,12","Panadería y repostería, Postres","Delivery, Menú en Tienda, Menú La Brioche Café & Market, Menú Le Petit Brioche, Pick Up",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/MIlhoja.png,,,,,,,,,0,,,,,,,,,,,,,,
9383,simple,,Combo: 2 Cachitos + 1 Malta,1,0,visible,"Dos cachitos dorados y una malta bien fría, ¡la pareja perfecta para disfrutar!","Dos cachitos recién horneados, rellenos de jamón y queso derretido, acompañados de una malta fría y refrescante, perfecta para saciar la sed y el apetito.",,,taxable,,1,,,0,0,,,,,1,,,2,"88,16","Bebidas, Combos, Desayunos","Bebidas frias, Combos, Menú en Tienda, Menú Le Petit Brioche, Pick Up",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/Combo-2-cachitos-y-malta.png,,,,,,,,,0,,,,,,,,,,,,,,
9384,simple,,Empanada (Unidad),1,0,visible,"La empanada, el clásico alimento que combina sabor, portabilidad y calidad. Estas delicias fritas y rellenas son la comida perfecta cuando se trata de versatilidad y sabor.","¡Las empanadas son un festín crujiente que encierra sabores vibrantes en una cáscara dorada! Esta delicia tradicional viene con una variedad de rellenos a escoger y se fríe hasta alcanzar la perfección. Cada mordida es una aventura culinaria, un viaje de texturas y gustos que celebran la diversidad de la cocina.",,,taxable,,1,,,0,0,,,,,1,,,"0,8","35,264",Desayunos,"Menú en Tienda, Menú Le Petit Brioche",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/Empanada-1.png,,,,,,,,,0,,,,,,,,,,,,,,
9385,simple,,Combo: 2 Empanadas + 1 Malta,1,0,visible,"El combo perfecto: empanadas irresistibles, recién fritas y rellenas de sabores exquisitos, acompañadas de una malta refrescante que satisface tu sed con cada sorbo. La combinación de la masa crujiente de las empanadas y el dulzor de la malta la hace una opción ideal y deliciosa para cualquier momento del día.","¡Descubre el sabor auténtico con nuestro combo especial! Dos empanadas doradas y crujientes, rellenas de tu elección, acompañadas de una refrescante malta, la bebida perfecta para realzar los sabores intensos.",,,taxable,,1,,,0,0,,,,,1,,,"2,5","110,2","Bebidas, Combos, Desayunos","Bebidas frias, Combos, Menú en Tienda, Menú Le Petit Brioche, Pick Up",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/Combo-2-empanadas-y-malta.png,,,,,,,,,0,,,,,,,,,,,,,,
9386,simple,,Rol de canela,1,0,visible,"Un dulce horneado espiralado con un rico relleno de canela, azúcar y cubierto con glaseado.","El rol de canela es un pastelito de masa suave, que se enrolla con una mezcla de canela y azúcar morena, con un glaseado dulce. Este postre es apreciado por su textura esponjosa y su sabor cálido y reconfortante, siendo un acompañante ideal para el café o como un capricho indulgente en cualquier momento del día.",,,taxable,,1,,,0,0,,,,,1,,,"0,7","30,856","Panadería y repostería, Postres","Menú en Tienda, Menú Le Petit Brioche",,"https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/Disponible-solo-en-tienda.png, https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/ROL-DE-CANELA2-copia.png",,,,,,,,,0,,,,,,,,,,,,,,
9387,simple,,Golfeado,1,0,visible,"Disfruta con cada mordisco del Golfeado, un rollo de masa esponjosa que esconde en su corazón papelón y queso blanco.",El Golfeado es un postre venezolano que encanta a primera vista con su espiral dorada y aroma dulce. Su textura suave y el contraste entre el dulce papelón y el salado queso blanco lo convierten en una experiencia culinaria única.,,,taxable,,1,,,0,0,,,,,1,,,"0,7","30,856","Panadería y repostería, Postres","Menú en Tienda, Menú Le Petit Brioche",,"https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/Golfeado-1.png, https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/GOLFEADO.png",,,,,,,,,0,,,,,,,,,,,,,,
9388,simple,,Bombas,1,0,visible,"¡Explosión de sabor! Bombas rellenas de la más suave crema pastelera o la irresistible choco Nutella, ¡un deleite en cada mordida!""","Descubre el dulce secreto de nuestras bombas, donde cada una esconde un corazón cremoso de auténtica crema pastelera o la tentadora choco Nutella. Hechas con pasión y los mejores ingredientes, estas bombas son la combinación perfecta de tradición e innovación.",,,taxable,,1,,,0,0,,,,,1,,,"0,9","39,672","Panadería y repostería, Postres","Menú en Tienda, Menú Le Petit Brioche",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/06/Bomba.png,,,,,,,,,0,,,,,,,,,,,,,,
9389,simple,,Calzone,1,0,visible,¡Explora el sabor auténtico de Italia con nuestro Calzone relleno! Salsa casera y quesos mozzarella y pecorino se unen en una experiencia culinaria inolvidable.,"Sumérgete en la riqueza del queso mozzarella fundido y el distintivo sabor del pecorino, todo perfectamente envuelto en nuestro Calzone artesanal. La salsa de la casa añade el toque final a esta obra maestra italiana.",,,taxable,,1,,,0,0,,,,,1,,,5,"220,4",Panadería y repostería,"Menú en Tienda, Menú Le Petit Brioche, Pick Up",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/06/Calzone.png,,,,,,,,,0,Tamaño,"Pequeña, Grande",1,0,,,,,,,,,,
9390,variation,,Cachito - Jamón y queso,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1,"44,08",,,,,,,id:9294,,,,,,2,Relleno,Jamón y queso,,0,,,,,,,,,,
9391,variation,,Cachito - Jamón y tocineta,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,5","66,12",,,,,,,id:9294,,,,,,3,Relleno,Jamón y tocineta,,0,,,,,,,,,,
9392,variation,,Cachito - Jamón,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1,"44,08",,,,,,,id:9294,,,,,,0,Relleno,Jamón,,0,,,,,,,,,,
9393,variable,,Cachito,1,0,visible,"¡Prueba nuestros únicos y deliciosos cachitos! De sabor auténtico, nuestros cachitos recién horneados, son el complemento perfecto para cualquier hora del día.\n\n\n\n<!--  	<link href=""https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/css/bootstrap.min.css"" rel=""stylesheet"">\n\n     	<link href=""https://getbootstrap.com/docs/5.3/assets/css/docs.css"" rel=""stylesheet"">\n\n\n\n<script src=""https://cdn.jsdelivr.net/npm/bootstrap@5.3.3/dist/js/bootstrap.bundle.min.js""></script> -->\n\n\n\n<!-- Example Code -->\n\n\n\n<style>\n\n      .btn-primary{\n\n        background-color:#C1753D;\n\n        border-color:#C1753D\n\n      }\n\n      .btn-primary:active {\n\n        color:#222222 !important;\n\n        background-color: white !important; /* Color de fondo al presionar */\n\n        border-color: #222222 !important; /* Color del borde al presionar */\n\n         /* Puedes agregar más estilos aquí */\n\n      }\n\n      .btn-primary:hover {\n\n        background-color: #222222; /* Color de fondo al pasar el mouse */\n\n        border-color: #222222; /* Color del borde al pasar el mouse */\n\n        /* Puedes agregar más estilos aquí */\n\n      }</style>\n\n<p class=""d-inline-flex gap-1""><a class=""btn btn-primary collapsed"" role=""button"" href=""#multiCollapseExample1"" data-bs-toggle=""collapse"" aria-expanded=""false"" aria-controls=""multiCollapseExample1"">Cachito de Jamón y Queso <strong>$1,00</strong></a>\n\n<a class=""btn btn-primary collapsed"" role=""button"" href=""#multiCollapseExample2"" data-bs-toggle=""collapse"" aria-expanded=""false"" aria-controls=""multiCollapseExample2"">Cachito de Jamón y Queso Crema <strong>$1,50</strong></a>\n\n\n\n<div class=""row"">\n\n<div class=""col"">\n\n<div id=""multiCollapseExample1"" class=""multi-collapse collapse"">\n\n<div class=""card card-body"">Clásico desayuno, de masa suave, que envuelve el sabor del jamón y el queso.</div>\n\n</div>\n\n</div>\n\n<div class=""col"">\n\n<div id=""multiCollapseExample2"" class=""multi-collapse collapse"">\n\n<div class=""card card-body"">Combinación única e irresistbile, perfecta para comenzar el día.</div>\n\n</div>\n\n</div>\n\n</div>","¿Te gustan los cachitos? Entonces no te puedes perder los deliciosos cachitos que te ofrecemos para satisfacer todos los gustos. Tenemos el cachito perfecto para ti. Ven y prueba nuestros cachitos, crujientes por fuera y cremosos por dentro, ideales para cualquier ocasión.",,,taxable,,1,,,0,0,,,,,1,,,,,Desayunos,"Menú en Tienda, Menú La Brioche Café & Market, Pick Up",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/cachito-3.png,,,,,,,,,0,Relleno,"Jamón y queso, Jamón y queso crema",1,0,,,,,,,,,,
9394,variation,,Cachito - Jamón y queso,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1,"44,08",,,,,,,id:9393,,,,,,0,Relleno,Jamón y queso,,0,,,,,,,,,,
9395,variation,,Cachito - Jamón y queso crema,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,5","66,12",,,,,,,id:9393,,,,,,2,Relleno,Jamón y queso crema,,0,,,,,,,,,,
9396,variable,,Saladito,1,0,visible,"Si quieres probar algo rico y rápido, prueba los Saladitos. Con su característica masa hojaldrada y con rellenos variados que te encantarán. Todos a un precio inigualable y con un sabor irresistible. No te quedes sin probarlos.\n\n\n\n<style>\n\n      .btn-primary{\n\n        background-color:#C1753D;\n\n        border-color:#C1753D\n\n      }\n\n      .btn-primary:active {\n\n        color:#222222 !important;\n\n        background-color: white !important; /* Color de fondo al presionar */\n\n        border-color: #222222 !important; /* Color del borde al presionar */\n\n         /* Puedes agregar más estilos aquí */\n\n      }\n\n      .btn-primary:hover {\n\n        background-color: #222222; /* Color de fondo al pasar el mouse */\n\n        border-color: #222222; /* Color del borde al pasar el mouse */\n\n        /* Puedes agregar más estilos aquí */\n\n      }</style>\n\n<p class=""d-inline-flex gap-1""><a class=""btn btn-primary collapsed"" role=""button"" href=""#multiCollapseExample1"" data-bs-toggle=""collapse"" aria-expanded=""false"" aria-controls=""multiCollapseExample1"">Jamón y Queso <strong>$1,50</strong></a>\n\n<a class=""btn btn-primary collapsed"" role=""button"" href=""#multiCollapseExample2"" data-bs-toggle=""collapse"" aria-expanded=""false"" aria-controls=""multiCollapseExample2"">Jamón y Queso Crema <strong>$1,60</strong></a>\n\n<a class=""btn btn-primary collapsed"" role=""button"" href=""#multiCollapseExample3"" data-bs-toggle=""collapse"" aria-expanded=""false"" aria-controls=""multiCollapseExample3"">Pollo <strong>$1,90</strong></a>\n\n<a class=""btn btn-primary collapsed"" role=""button"" href=""#multiCollapseExample4"" data-bs-toggle=""collapse"" aria-expanded=""false"" aria-controls=""multiCollapseExample4"">Queso Ricotta y espinaca <strong>$2,00</strong></a>\n\n\n\n<div class=""row"">\n\n<div class=""col"">\n\n<div id=""multiCollapseExample1"" class=""multi-collapse collapse"">\n\n<div class=""card card-body"">Delicioso desayuno que se transforma en bocados crujientes y dorados, perfectos para cualquier ocasión.</div>\n\n</div>\n\n</div>\n\n<div class=""col"">\n\n<div id=""multiCollapseExample2"" class=""multi-collapse collapse"">\n\n<div class=""card card-body"">Una combinación de sabores que deleita al paladar.</div>\n\n</div>\n\n</div>\n\n<div class=""col"">\n\n<div id=""multiCollapseExample3"" class=""multi-collapse collapse"">\n\n<div class=""card card-body"">Delicia culinaria que combina la jugosidad del pollo con el toque crujiente de la masa de hojaldre.</div>\n\n</div>\n\n</div>\n\n<div class=""col"">\n\n<div id=""multiCollapseExample4"" class=""multi-collapse collapse"">\n\n<div class=""card card-body"">Opción ligera y nutritiva, ideal para quienes buscan un bocado saludable y lleno de sabor.</div>\n\n</div>\n\n</div>\n\n</div>","Deliciosos saladitos horneados con su característica masa de hojaldre, rellenos de diferentes ingredientes que te harán agua la boca. Puedes elegir entre jamón con queso, jamón con queso crema, queso ricotta con espinaca y de pollo. Ideales para compartir en cualquier ocasión.",,,taxable,,1,,,0,0,,,,,1,,,,,Desayunos,"Menú en Tienda, Menú La Brioche Café & Market, Pick Up",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/07/Brioche-en-tienda.png,,,,,,,,,0,Relleno,"Jamón y queso, Jamón y queso crema, Queso ricotta con espinaca, Pollo",1,0,,,,,,,,,,
9397,variation,,Saladito - Jamón y queso,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,5","66,12",,,,,,,id:9396,,,,,,1,Relleno,Jamón y queso,,0,,,,,,,,,,
9398,variation,,Saladito - Jamón y queso crema,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,6","70,528",,,,,,,id:9396,,,,,,2,Relleno,Jamón y queso crema,,0,,,,,,,,,,
9399,variation,,Saladito - Queso ricotta con espinaca,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2,"88,16",,,,,,,id:9396,,,,,,3,Relleno,Queso ricotta con espinaca,,0,,,,,,,,,,
9400,variation,,Saladito - Pollo,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,9","83,752",,,,,,,id:9396,,,,,,4,Relleno,Pollo,,0,,,,,,,,,,
9401,variable,,Té,1,0,visible,"Disfruta de la refrescante variedad de tés fríos y calientes, desde el exótico sabor de Jamaica hasta la tranquilidad de la manzanilla y la vitalidad del té negro y verde.\n\n\n\n <style>\n\n      .btn-primary,.btn-primary:focus{\n\n        background-color:#C1753D; \n\n        border-color:#C1753D;\n\n      }\n\n      .btn-primary:active {\n\n        color:#222222 !important;\n\n        background-color: white !important; /* Color de fondo al presionar */\n\n        border-color: #222222 !important; /* Color del borde al presionar */\n\n         /* Puedes agregar más estilos aquí */\n\n      }\n\n      .btn-primary:hover {\n\n        background-color: #222222; /* Color de fondo al pasar el mouse */\n\n        border-color: #222222; /* Color del borde al pasar el mouse */\n\n        /* Puedes agregar más estilos aquí */\n\n      }</style>\n\n        \n\n    <p class=""d-inline-flex gap-1"" style=""flex-wrap:wrap;"">\n\n      <button class=""btn btn-primary collapsed"" type=""button"" data-bs-toggle=""collapse"" data-bs-target=""#collapseExample1"" aria-expanded=""false"" aria-controls=""collapseExample"">\n\n        Manzanilla <strong>$1,00</strong>\n\n      </button>\n\n      <button class=""btn btn-primary collapsed"" type=""button"" data-bs-toggle=""collapse"" data-bs-target=""#collapseExample2"" aria-expanded=""false"" aria-controls=""collapseExample"">\n\n        Té Negro <strong>$1,00</strong>\n\n      </button>\n\n      <button class=""btn btn-primary collapsed"" type=""button"" data-bs-toggle=""collapse"" data-bs-target=""#collapseExample3"" aria-expanded=""false"" aria-controls=""collapseExample"">\n\n        Té Verde <strong>$1,00</strong>\n\n      </button>\n\n      <button class=""btn btn-primary collapsed"" type=""button"" data-bs-toggle=""collapse"" data-bs-target=""#collapseExample4"" aria-expanded=""false"" aria-controls=""collapseExample"">\n\n        Jamaica <strong>$1,50</strong>\n\n      </button>\n\n    </p>\n\n    <div class=""collapse"" id=""collapseExample1"" style="""">\n\n      <div class=""card card-body"">Infusión milenaria apreciada por sus propiedades digestivas, antiinflamatorias y calmantes.\n\n      </div>\n\n    </div>\n\n    <div class=""collapse"" id=""collapseExample2"" style="""">\n\n      <div class=""card card-body"">Con su intensidad y profundidad de sabor, es una bebida clásica que encanta a los paladares más exigentes.\n\n      </div>\n\n    </div>\n\n    <div class=""collapse"" id=""collapseExample3"" style="""">\n\n      <div class=""card card-body"">Infusión de renombre por su frescura y tonalidad verdosa-dorada.\n\n      </div>\n\n    </div>\n\n    <div class=""collapse"" id=""collapseExample4"" style="""">\n\n      <div class=""card card-body"">Té de tonalidad carmesí y gusto exótico, es ideal para deleitar el paladar y revitalizar el cuerpo.\n\n      </div>\n\n    </div>","Sumérgete en el mundo de los tés con nuestra selección que promete deleitar tus sentidos. Puedes revitalizar tu día con un té de Jamaica, conocido por su intenso color rojo y sabor único que captura la esencia del trópico. O, si prefieres algo más tradicional, opta por la manzanilla calmante, perfecta para relajarse después de un largo día; el robusto té negro, ideal para empezar la mañana con energía; o el té verde, lleno de antioxidantes y un aliado para tu bienestar. Cada sorbo es una invitación a una experiencia de sabor inolvidable.",,,taxable,,1,,,0,0,,,,,1,,,,,Bebidas,"Bebidas calientes, Menú en Tienda, Menú La Brioche Café & Market, Pick Up",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/Placeholder_Label.png,,,,,,,,,0,Sabor:,"Manzanilla, Té Negro, Té Verde, Jamaica",1,0,,,,,,,,,,
9402,variation,,Té - Manzanilla,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1,"44,08",,,,,,,id:9401,,,,,,1,Sabor:,Manzanilla,,0,,,,,,,,,,
9403,variation,,Té - Té Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1,"44,08",,,,,,,id:9401,,,,,,2,Sabor:,Té Negro,,0,,,,,,,,,,
9404,variation,,Té - Té Verde,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1,"44,08",,,,,,,id:9401,,,,,,3,Sabor:,Té Verde,,0,,,,,,,,,,
9405,variation,,Té - Jamaica,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,5","66,12",,,,,,,id:9401,,,,,,4,Sabor:,Jamaica,,0,,,,,,,,,,
9406,variable,,Frappé,1,0,visible,"¡Refresca tu día con un delicioso frappe! Elige entre una variedad de sabores exóticos como parchita, limón, fresa, melocotón, piña, naranja, lechosa y melón, todos a precios accesibles. ¡Perfectos para combatir el calor!","En verano, nada mejor que un frappe helado para disfrutar del clima tropical. Nuestro menú ofrece una selección de sabores que capturan la esencia de la fruta fresca: desde la acidez vibrante del limón hasta la dulzura suave de la lechosa, cada sorbo es una invitación a saborear la frescura. Tenemos opciones para todos los gustos. ¡Ven y encuentra tu sabor favorito hoy mismo!",,,taxable,,1,,,0,0,,,,,1,,,,,Bebidas,"Bebidas calientes, Menú en Tienda, Menú La Brioche Café & Market, Pick Up",,https://le-petit.labrioche.com.ve/wp-content/uploads/2024/05/Placeholder_Label.png,,,,,,,,,0,Sabor:,"Parchita, Limón, Fresa, Melocotón, Piña, Naranja, Lechosa, Melón",1,0,,,,,,,,,,
9407,variation,,Frappé - Parchita,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,3","57,304",,,,,,,id:9406,,,,,,1,Sabor:,Parchita,,0,,,,,,,,,,
9408,variation,,Frappé - Limón,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,5","66,12",,,,,,,id:9406,,,,,,2,Sabor:,Limón,,0,,,,,,,,,,
9409,variation,,Frappé - Fresa,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2,"88,16",,,,,,,id:9406,,,,,,3,Sabor:,Fresa,,0,,,,,,,,,,
9410,variation,,Frappé - Melocotón,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2,"88,16",,,,,,,id:9406,,,,,,4,Sabor:,Melocotón,,0,,,,,,,,,,
9411,variation,,Frappé - Piña,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,2","52,896",,,,,,,id:9406,,,,,,5,Sabor:,Piña,,0,,,,,,,,,,
9412,variation,,Frappé - Naranja,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1,2","52,896",,,,,,,id:9406,,,,,,6,Sabor:,Naranja,,0,,,,,,,,,,
9413,variation,,Frappé - Lechosa,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"0,6","26,448",,,,,,,id:9406,,,,,,7,Sabor:,Lechosa,,0,,,,,,,,,,
9414,variation,,Frappé - Melón,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1,"44,08",,,,,,,id:9406,,,,,,8,Sabor:,Melón,,0,,,,,,,,,,